Date,Open,High,Low,Close,Adj Close,Volume
2018-05-28,52500,53000,52000,52300,46307.70703,9787820
2018-05-29,52200,52500,51300,51300,45422.27734,8480437
2018-05-30,51300,51500,49100,49500,43828.52344,20498098
2018-05-31,50400,50800,49850,50700,44891.03516,63491109
2018-06-01,50500,51700,49950,51300,45422.27734,13038499
2018-06-04,50800,51200,50700,51100,45245.19531,9767171
2018-06-05,51100,51400,50400,51300,45422.27734,9144100
2018-06-07,51800,51800,50500,50600,44802.48828,13590016
2018-06-08,50200,50400,49600,49650,43961.33203,16951706
2018-06-11,49750,50300,49350,49900,44182.69141,10571312
2018-06-12,49700,49800,49250,49400,43739.97266,12110569
2018-06-14,49000,49000,48200,48200,42677.46875,20971729
2018-06-15,48500,48700,47650,47650,42190.48828,17080892
2018-06-18,47600,47650,46200,46600,41260.78906,16661870
2018-06-19,47200,47350,46500,47000,41614.95313,15217971
2018-06-20,47450,47600,46850,47000,41614.95313,12959316
2018-06-21,47900,47900,47050,47050,41659.23047,10015541
2018-06-22,47000,47250,46200,47250,41836.3125,10298006
2018-06-25,47050,47050,46150,46650,41305.05469,10587711
2018-06-26,45900,47300,45900,47000,41614.95313,11223166
2018-06-27,47450,48500,47000,47950,42456.10938,15274752
2018-06-28,46850,47150,46600,46800,41746.06641,12784800
2018-06-29,46250,47150,46200,46650,41612.26953,14099635
2018-07-02,46500,47150,45500,45550,40631.05859,13112253
2018-07-03,45750,46450,45750,46150,41166.26563,10959655
2018-07-04,46700,47050,46050,46250,41255.46875,8776763
2018-07-05,46100,46550,45600,45950,40987.85938,7039773
2018-07-06,45500,45850,44650,44900,40051.25,17843706
2018-07-09,45500,46100,45200,45600,40675.66406,11602464
2018-07-10,46200,46550,46100,46300,41300.06641,10528665
2018-07-11,46400,46450,45400,46000,41032.45703,11224077
2018-07-12,45900,46250,45450,45500,40586.46094,11828104
2018-07-13,45800,46500,45750,46500,41478.47266,11543389
2018-07-16,46800,46800,46000,46050,41077.05859,7678719
2018-07-17,46150,46200,45600,45850,40898.65625,8892953
2018-07-18,46700,47200,46450,46550,41523.0625,10952645
2018-07-19,47050,47200,46600,46900,41835.27734,9880128
2018-07-20,47000,47600,46700,47450,42325.875,10474547
2018-07-23,47100,47200,46150,46500,41478.47266,10823782
2018-07-24,46350,46600,45950,46150,41166.26563,8261363
2018-07-25,46250,46550,45900,46150,41166.26563,7222471
2018-07-26,46100,47000,46000,46900,41835.27734,7374946
2018-07-27,46450,47000,46450,46900,41835.27734,4762460
2018-07-30,46550,46800,46350,46500,41478.47266,5723035
2018-07-31,46200,46450,46000,46250,41255.46875,8033607
2018-08-01,46050,46850,46050,46550,41523.0625,7484499
2018-08-02,46550,46800,45500,45550,40631.05859,8560924
2018-08-03,45850,45900,45450,45750,40809.45313,8274944
2018-08-06,46150,46150,45750,45800,40854.05859,6771979
2018-08-07,46300,46750,45900,46700,41656.87109,9058174
2018-08-08,47000,47000,46550,46800,41746.06641,6429338
2018-08-09,47000,47050,46450,46900,41835.27734,12010886
2018-08-10,46150,46400,44850,45400,40497.25781,16670643
2018-08-13,44950,45100,44650,45050,40185.05859,9803831
2018-08-14,44850,45400,44850,45150,40274.25781,6409259
2018-08-16,43800,44650,43700,44250,39471.44531,10088229
2018-08-17,44050,44400,44050,44100,39337.63672,6808747
2018-08-20,43500,44200,43500,43850,39114.64844,7289124
2018-08-21,43700,44900,43700,44800,39962.05469,9520270
2018-08-22,45150,46200,44900,46100,41121.66406,11641656
2018-08-23,46150,46200,45700,46200,41210.86328,6730918
2018-08-24,45900,46400,45550,46150,41166.26563,6582535
2018-08-27,46100,46550,46000,46300,41300.06641,5263782
2018-08-28,46800,46950,46300,46550,41523.0625,7365976
2018-08-29,46750,46800,46400,46800,41746.06641,5572374
2018-08-30,46950,47950,46700,47650,42504.28516,12193231
2018-08-31,47100,48450,47000,48450,43217.89453,13577454
2018-09-03,48200,48300,47300,47450,42325.875,8595084
2018-09-04,47550,47800,47200,47650,42504.28516,6791255
2018-09-05,47300,47450,46400,46600,41567.66406,9139998
2018-09-06,46200,46400,45800,46100,41121.66406,9040553
2018-09-07,44500,45200,44400,44900,40051.25,18285508
2018-09-10,45450,45550,45000,45500,40586.46094,9979838
2018-09-11,45550,45900,45050,45050,40185.05859,9865790
2018-09-12,44900,45100,44500,44550,39739.04688,12995269
2018-09-13,44550,44750,44000,44050,39293.04688,18277942
2018-09-14,45000,45850,44900,45850,40898.65625,12446344
2018-09-17,45550,45800,44900,45150,40274.25781,8123384
2018-09-18,44950,45900,44700,45500,40586.46094,9987090
2018-09-19,46000,46200,45700,46150,41166.26563,9367454
2018-09-20,46850,47600,46400,47250,42147.47656,13536966
2018-09-21,46550,47550,46550,47400,42281.27734,14476906
2018-09-27,46950,47500,46450,47500,42689.28906,15804586
2018-09-28,47250,47250,46300,46450,41745.64063,11270515
2018-10-01,46450,46800,45800,46350,41655.76953,6354983
2018-10-02,46450,46700,45700,45700,41071.59375,6607188
2018-10-04,45150,45600,44700,44700,40172.87109,11865327
2018-10-05,44800,45500,44550,44700,40172.87109,10544165
2018-10-08,44200,45200,44200,44950,40397.55078,6759464
2018-10-10,45250,45500,44500,45300,40712.10547,10341349
2018-10-11,44000,44650,43100,43100,38734.92188,19324537
2018-10-12,43200,44650,43200,44000,39543.76953,12640906
2018-10-15,44050,44050,43350,43800,39364.02734,7434522
2018-10-16,43700,44150,43350,43600,39184.28125,6825677
2018-10-17,44150,44500,44000,44150,39678.58203,8306193
2018-10-18,43950,44450,43700,44050,39588.69922,8347725
2018-10-19,43900,44150,43450,43900,39453.90234,7842520
2018-10-22,43450,43950,43200,43550,39139.35156,8357648
2018-10-23,43300,43450,42550,43050,38689.98047,9531231
2018-10-24,43050,43100,42250,42550,38240.61719,13522825
2018-10-25,40600,41550,40550,41000,36847.60156,19338170
2018-10-26,41100,41300,40400,41000,36847.60156,14413864
2018-10-29,40850,41950,40550,41400,37207.08594,14460521
2018-10-30,41400,43000,41000,42350,38060.875,14205190
2018-10-31,42900,43350,41700,42400,38105.8125,17621480
2018-11-01,42450,42950,42150,42150,37881.12891,13423132
2018-11-02,43050,44250,42800,44150,39678.58203,16517112
2018-11-05,43750,43800,42900,43800,39364.02734,9426777
2018-11-06,43750,43800,42950,43750,39319.08594,7713625
2018-11-07,43600,44500,43400,44000,39543.76953,11553998
2018-11-08,44900,45050,44050,44050,39588.69922,12617397
2018-11-09,44450,44850,43900,44300,39813.38672,7318500
2018-11-12,43850,45250,43700,45200,40622.23047,8552566
2018-11-13,43900,44500,43400,44500,39993.125,9311126
2018-11-14,44500,44500,43800,44100,39633.64844,6783344
2018-11-15,44050,44350,43500,44250,39768.44922,5864067
2018-11-16,44600,44750,43700,44000,39543.76953,7777124
2018-11-19,44050,44250,43450,43650,39229.21484,7538720
2018-11-20,42450,43000,42100,42800,38465.30078,9420664
2018-11-21,41800,42300,41800,42100,37836.19922,10769589
2018-11-22,42000,42650,42000,42450,38150.75,5970796
2018-11-23,42450,42600,41900,42400,38105.8125,5192638
2018-11-26,42150,42800,42100,42600,38285.5625,6613009
2018-11-27,42900,43100,42500,43050,38689.98047,8367091
2018-11-28,42800,43200,42750,43150,38779.85156,6943099
2018-11-29,43850,43850,42900,43150,38779.85156,8473511
2018-11-30,43450,44000,41750,41850,37611.51172,19775519
2018-12-03,42750,43400,42400,43250,38869.73047,12110702
2018-12-04,42650,42900,41900,42150,37881.12891,14347746
2018-12-05,40900,41750,40850,41450,37252.02344,12631983
2018-12-06,40600,41100,40450,40500,36398.24219,14251826
2018-12-07,40900,41400,40850,40950,36802.66406,11433083
2018-12-10,40450,40650,40000,40200,36128.62109,14892263
2018-12-11,40600,40700,40200,40250,36173.56641,10638766
2018-12-12,40250,40700,40150,40450,36353.3125,12024279
2018-12-13,40650,40750,40000,40000,35948.87891,26254646
2018-12-14,40200,40200,38700,38950,35005.22656,19671783
2018-12-17,38650,39600,38650,39150,35184.96484,11532968
2018-12-18,38300,39200,38300,38900,34960.28125,11042101
2018-12-19,38900,39350,38850,39100,35140.02734,9942037
2018-12-20,38600,39100,38500,38650,34735.59766,11937617
2018-12-21,38200,38650,38100,38650,34735.59766,14947080
2018-12-24,38500,39050,38300,38800,34870.41797,9729530
2018-12-26,38400,38750,38300,38350,34465.98828,12707675
2018-12-27,38700,38800,38100,38250,34696.39844,10510643
2018-12-28,38250,38900,38200,38700,35104.58203,9900267
2019-01-02,39400,39400,38550,38750,35149.9375,7847664
2019-01-03,38300,38550,37450,37600,34106.77734,12471493
2019-01-04,37450,37600,36850,37450,33970.70703,14108958
2019-01-07,38000,38900,37800,38750,35149.9375,12748997
2019-01-08,38000,39200,37950,38100,34560.33203,12756554
2019-01-09,38650,39600,38300,39600,35920.97266,17452708
2019-01-10,40000,40150,39600,39800,36102.39844,14731699
2019-01-11,40350,40550,39950,40500,36737.35547,11661063
2019-01-14,40450,40700,39850,40050,36329.17188,11984996
2019-01-15,40050,41100,39850,41100,37281.61328,11492756
2019-01-16,41150,41450,40700,41450,37599.09375,8491595
2019-01-17,41700,42100,41450,41950,38052.64063,11736903
2019-01-18,42000,42400,41950,42300,38370.12891,11029256
2019-01-21,42700,42750,41900,42750,38778.31641,11355701
2019-01-22,42750,42850,41850,42150,38234.05859,9964356
2019-01-23,41350,42250,41350,42000,38098,11071079
2019-01-24,43050,43100,42350,43050,39050.44531,14747623
2019-01-25,44300,44750,43750,44750,40592.50781,22789395
2019-01-28,45000,45500,44600,45050,40864.64453,17998914
2019-01-29,45050,45500,44350,45500,41272.82813,16215017
2019-01-30,44800,46400,44800,46400,42089.21484,17505980
2019-01-31,46650,47050,46150,46150,41862.44531,21621145
2019-02-01,46650,46950,46250,46350,42043.86719,13832454
2019-02-07,46800,47100,46200,46200,41907.80078,15872001
2019-02-08,45700,45700,44650,44800,40637.87109,12689196
2019-02-11,44500,45000,44250,45000,40819.28516,11125044
2019-02-12,44650,46250,44650,46050,41771.72266,13184367
2019-02-13,46400,46700,46000,46200,41907.80078,11299738
2019-02-14,46600,47500,46150,47500,43087.01563,17259341
2019-02-15,46750,46850,45650,46050,41771.72266,10554643
2019-02-18,46500,46850,45850,46200,41907.80078,8183728
2019-02-19,45850,46150,45450,45950,41681.02344,6741395
2019-02-20,46750,47100,46500,46900,42542.76563,11506720
2019-02-21,46500,47200,46200,46950,42588.10938,8694009
2019-02-22,46500,47150,46450,47150,42769.53125,6895772
2019-02-25,47400,47550,47050,47350,42950.96094,7484716
2019-02-26,47350,47450,46500,46750,42406.69922,7985547
2019-02-27,47000,47250,46750,46750,42406.69922,8045211
2019-02-28,46400,46500,45100,45100,40909.99609,23569321
2019-03-04,46000,46100,44800,44850,40683.22266,12926539
2019-03-05,44600,45100,44150,44250,40138.96484,10612405
2019-03-06,44000,44300,43700,44000,39912.19141,10202544
2019-03-07,43400,44950,43400,44450,40320.38281,11049749
2019-03-08,44450,44800,43800,43800,39730.77344,7729069
2019-03-11,44400,44450,43650,43650,39594.70703,10717408
2019-03-12,44300,44950,44150,44650,40501.80859,11431977
2019-03-13,44250,44450,43700,43850,39776.125,8108343
2019-03-14,43700,44300,43550,43850,39776.125,18039161
2019-03-15,43800,44250,43700,44200,40093.61719,16814163
2019-03-18,43950,44150,43450,43700,39640.06641,8188876
2019-03-19,43750,43900,43550,43900,39821.48438,7609563
2019-03-20,43800,44200,43100,44050,39957.53906,9846242
2019-03-21,44600,46250,44050,45850,41590.30469,21138016
2019-03-22,46850,47000,46250,46550,42225.28516,12535911
2019-03-25,45300,45650,44800,45500,41272.82813,8699728
2019-03-26,45500,45700,44900,45250,41046.05469,9729811
2019-03-27,44750,45600,44250,45350,41136.77344,9568081
2019-03-28,44950,45200,44300,44850,41003.28516,6821306
2019-03-29,44500,44900,44200,44650,40820.44141,11491713
2019-04-01,45200,45450,44850,45050,41186.14453,7362129
2019-04-02,45550,46100,45350,45750,41826.10156,9480688
2019-04-03,46750,46750,45800,46600,42603.19922,12436570
2019-04-04,46150,47100,46150,46950,42923.16797,12650168
2019-04-05,46950,47550,46600,46850,42831.75391,8546339
2019-04-08,47250,47250,46150,46650,42648.90234,8507909
2019-04-09,46700,46950,46200,46650,42648.90234,6878761
2019-04-10,46400,46700,46050,46700,42694.62109,11883995
2019-04-11,46700,46800,46150,46250,42283.21094,13697399
2019-04-12,46050,46900,46000,46850,42831.75391,7668936
2019-04-15,47150,47500,47000,47050,43014.59766,8733019
2019-04-16,47400,47400,46800,47250,43197.44531,7730881
2019-04-17,47300,47600,47000,47050,43014.59766,5513658
2019-04-18,47200,47250,45500,45600,41688.96875,12808747
2019-04-19,45750,46000,45250,45300,41414.6875,8479710
2019-04-22,45400,45900,45100,45350,41460.40625,6006957
2019-04-23,45050,45500,45000,45200,41323.26563,6920566
2019-04-24,45400,45650,44150,44750,40911.87109,13299267
2019-04-25,44250,45000,44100,44650,40820.44141,10868965
2019-04-26,44200,45000,43800,44850,41003.28516,9739982
2019-04-29,45150,46150,45100,46150,42191.79297,8777517
2019-04-30,46000,46300,45350,45850,41917.51563,11121273
2019-05-02,45500,46150,45400,45900,41963.22656,8625126
2019-05-03,45900,46050,45300,45300,41414.6875,6562916
2019-05-07,45250,45300,44400,44850,41003.28516,12014907
2019-05-08,44300,44850,44200,44250,40454.75,10398754
2019-05-09,43900,44250,42450,42450,38809.12891,23029718
2019-05-10,42600,43450,42450,42900,39220.53516,14579512
2019-05-13,42500,43200,42350,42650,38991.98047,7635079
2019-05-14,41300,43100,41300,42650,38991.98047,11563730
2019-05-15,42700,43050,42550,42550,38900.55078,7670185
2019-05-16,42350,42400,41350,41550,37986.32813,13687828
2019-05-17,41950,42050,40850,41200,37666.34375,13357951
2019-05-20,41650,42100,41550,42000,38397.73047,15752397
2019-05-21,42600,43950,42350,43150,39449.09375,18812133
2019-05-22,43700,43800,42400,43500,39769.07422,11033339
2019-05-23,43900,44000,43250,43850,40089.06641,12259006
2019-05-24,43800,43800,42400,42700,39037.69141,13966305
2019-05-27,42500,43000,42350,42650,38991.98047,8066669
2019-05-28,42550,42950,42150,42550,38900.55078,24506881
2019-05-29,41850,42100,41300,41800,38214.88281,14930618
2019-05-30,42200,42700,42150,42550,38900.55078,11766018
2019-05-31,42600,42800,42150,42500,38854.85156,11365999
2019-06-03,42950,43900,42500,43800,40043.34766,15466580
2019-06-04,43400,43700,43000,43450,39723.37109,9913497
2019-06-05,44050,44200,43700,43900,40134.76953,12464135
2019-06-07,43600,44350,43450,44200,40409.03906,11683682
2019-06-10,44300,44850,44050,44800,40957.57813,8792182
2019-06-11,44800,45000,44550,44850,41003.28516,6664872
2019-06-12,44800,45050,44300,44600,40774.72656,8607439
2019-06-13,44200,44400,43400,43750,39997.63281,16906541
2019-06-14,43750,44150,43300,44000,40226.19141,9322873
2019-06-17,43750,44050,43400,43900,40134.76953,11890424
2019-06-18,43750,44500,43650,44350,40546.17188,7994928
2019-06-19,45450,45450,45000,45350,41460.40625,10417690
2019-06-20,44850,45500,44850,45500,41597.54688,7147785
2019-06-21,45750,45800,45200,45700,41780.38672,9454913
2019-06-24,45200,45800,45200,45500,41597.54688,6085066
2019-06-25,45200,45800,45200,45600,41688.96875,7076774
2019-06-26,45800,46000,45600,45700,41780.38672,9226097
2019-06-27,46000,46600,45750,46500,42843.64063,12603534
2019-06-28,47000,47000,46700,47000,43304.33594,12949231
2019-07-01,47350,47400,46250,46600,42935.78125,11383522
2019-07-02,46200,46900,45850,46250,42613.30078,8463073
2019-07-03,45750,46350,45200,45400,41830.14063,9669368
2019-07-04,45250,46200,45250,46000,42382.95703,6365573
2019-07-05,45950,45950,45250,45650,42060.48047,7235395
2019-07-08,44750,44800,44350,44400,40908.76953,7823843
2019-07-09,44850,45450,44700,45100,41553.72656,7646421
2019-07-10,45550,46150,45500,45550,41968.34375,9253930
2019-07-11,46350,46550,46150,46200,42567.23438,10989751
2019-07-12,46350,46400,45800,46300,42659.36719,5245804
2019-07-15,45950,46650,45750,46450,42797.57422,4717226
2019-07-16,46450,46850,46300,46850,43166.12109,7407824
2019-07-17,46150,46350,45950,46050,42429.02734,5216602
2019-07-18,46450,46450,45650,46100,42475.09375,5143554
2019-07-19,46650,46950,46600,46800,43120.05859,8819393
2019-07-22,46800,47300,46600,47200,43488.60547,9009109
2019-07-23,47350,47550,47050,47300,43580.74219,9061381
2019-07-24,47100,47150,46250,46400,42751.51172,8756522
2019-07-25,47150,47200,46600,47200,43488.60547,8408838
2019-07-26,46650,47150,46550,47150,43442.53516,7873886
2019-07-29,46800,47050,46000,46100,42475.09375,6856846
2019-07-30,46300,46850,46300,46550,42889.71484,5551014
2019-07-31,46200,46600,45000,45350,41784.07422,12872916
2019-08-01,44900,45500,44850,45200,41645.86328,7811181
2019-08-02,44550,45500,44300,44950,41415.53125,12151374
2019-08-05,44350,44600,43600,43950,40494.15625,14214086
2019-08-06,42500,43800,42500,43500,40079.53906,15083824
2019-08-07,43600,43900,43100,43200,39803.12891,10002533
2019-08-08,43250,43500,42650,42650,39296.37891,16926881
2019-08-09,43250,43350,43050,43150,39757.05078,9685147
2019-08-12,44000,44000,43550,43700,40263.81641,8466169
2019-08-13,43500,43500,42950,43000,39618.85547,7276979
2019-08-14,43900,44250,43500,43700,40263.81641,8750135
2019-08-16,43800,43900,43300,43900,40448.08984,9528115
2019-08-19,44350,44350,43500,43600,40171.68359,6014218
2019-08-20,43950,44600,43550,44450,40954.83984,8434205
2019-08-21,44350,44800,44150,44500,41000.90625,6571717
2019-08-22,44500,44700,43850,44050,40586.29297,8061177
2019-08-23,43800,44200,43650,43950,40494.15625,5017381
2019-08-26,43050,43800,42950,43600,40171.68359,7954949
2019-08-27,43650,44200,43600,44050,40586.29297,16883932
2019-08-28,44100,44400,43750,44150,40678.43359,5758333
2019-08-29,44200,44200,43050,43400,39987.40234,10768862
2019-08-30,43750,44300,43750,44000,40540.22266,9899073
2019-09-02,44850,44850,43650,43800,40355.94922,7185537
2019-09-03,43550,43650,43100,43250,39849.20313,9774941
2019-09-04,43250,44100,43150,44100,40632.36328,12441837
2019-09-05,44800,46100,44450,45700,42106.55078,18297430
2019-09-06,46500,46500,45850,46300,42659.36719,9896562
2019-09-09,46450,47000,46300,46900,43212.19531,9434157
2019-09-10,47100,47200,46550,47000,43304.33594,9231792
2019-09-11,47300,47400,46800,47150,43442.53516,16141619
2019-09-16,47000,47100,46400,47100,43396.46484,15550926
2019-09-17,47000,47100,46800,46900,43212.19531,7006280
2019-09-18,46900,47700,46800,47700,43949.28516,10413027
2019-09-19,48050,49200,47850,49150,45285.27344,16461413
2019-09-20,49400,49600,49100,49200,45331.34375,15460210
2019-09-23,49250,49300,49000,49300,45423.47656,7568553
2019-09-24,49050,49650,48850,49500,45607.75,7871955
2019-09-25,49200,49350,48800,48900,45054.92969,9187141
2019-09-26,49000,49250,48900,49200,45331.34375,8494756
2019-09-27,48000,48700,48000,48400,44917.43359,8048041
2019-09-30,48050,49250,47900,49050,45520.66797,9497119
2019-10-01,48900,49100,48650,48850,45335.05859,6206035
2019-10-02,48350,48400,47600,47600,44174.99219,8382463
2019-10-04,47400,48650,47350,48000,44546.21484,9331695
2019-10-07,48350,48700,47650,47750,44314.20703,7047273
2019-10-08,47900,49000,47600,48900,45381.45703,14239367
2019-10-10,48200,49200,48000,48550,45056.64063,18639855
2019-10-11,49000,49450,48800,49150,45613.46875,7783275
2019-10-14,50000,50300,49850,50000,46402.30078,11130635
2019-10-15,49900,50200,49900,50100,46495.11328,6058105
2019-10-16,50700,50900,50400,50700,47051.9375,9136282
2019-10-17,50500,50600,50100,50500,46866.33203,6701380
2019-10-18,50300,50900,49650,49900,46309.50391,8483106
2019-10-21,49900,50400,49800,50300,46680.71875,4406531
2019-10-22,50800,51500,50700,51200,47515.96094,10898729
2019-10-23,51300,51500,50800,51200,47515.96094,8663880
2019-10-24,52500,52500,50500,50700,47051.9375,21185785
2019-10-25,50800,51200,50500,50900,47237.55078,7879897
2019-10-28,50700,51500,50700,51300,47608.76953,6431522
2019-10-29,51400,51700,50800,51100,47423.16016,7581629
2019-10-30,50700,50800,50200,50400,46773.51953,8959435
2019-10-31,51000,51400,50300,50400,46773.51953,10304777
2019-11-01,50600,51200,50400,51200,47515.96094,8467846
2019-11-04,51700,52300,51400,52300,48536.81641,13012411
2019-11-05,52400,52700,52100,52700,48908.03516,10581034
2019-11-06,52900,53500,52700,53300,49464.86719,14361133
2019-11-07,53400,53400,52400,52900,49093.64063,9257116
2019-11-08,53200,53300,52000,52100,48351.20313,11603290
2019-11-11,52200,52200,51400,51600,47887.18359,8185952
2019-11-12,51800,52600,51600,52600,48815.22656,6576148
2019-11-13,52500,52500,52000,52500,48722.42578,6225196
2019-11-14,51900,52800,51900,52800,49000.83594,12010018
2019-11-15,52900,53700,52600,53700,49836.07813,9703360
2019-11-18,53600,53800,53200,53500,49650.46875,7746554
2019-11-19,53200,53500,52700,53500,49650.46875,8907177
2019-11-20,53400,53400,52000,52000,48258.39844,12560070
2019-11-21,51600,52100,50600,51000,47330.35156,14298646
2019-11-22,51000,51600,50900,51600,47887.18359,8478310
2019-11-25,52200,52600,51700,51800,48072.79297,9050625
2019-11-26,51900,52900,51800,51800,48072.79297,27372226
2019-11-27,51800,52300,51600,52200,48444.00391,7546261
2019-11-28,51900,52100,51300,51300,47608.76953,6833885
2019-11-29,51200,51400,50200,50300,46680.71875,11179334
2019-12-02,50900,51300,50400,50400,46773.51953,18877252
2019-12-03,49800,50300,49500,49900,46309.50391,12059812
2019-12-04,49600,49850,49000,49450,45891.87891,13246549
2019-12-05,50200,50400,49500,49500,45938.28125,10449715
2019-12-06,50100,50900,49950,50400,46773.51953,11414563
2019-12-09,50900,51400,50700,51200,47515.96094,8470627
2019-12-10,51000,51600,50700,51500,47794.38281,6882771
2019-12-11,51500,52200,51400,51900,48165.60156,11379521
2019-12-12,53000,53300,52700,53300,49464.86719,29178697
2019-12-13,54500,54800,53900,54700,50764.125,18120261
2019-12-16,54500,54900,54300,54700,50764.125,11512405
2019-12-17,55800,56700,55400,56700,52620.21875,19358433
2019-12-18,56700,57200,56000,56300,52249,15558208
2019-12-19,57000,57300,55500,56000,51970.57813,14180520
2019-12-20,56100,56500,55600,56000,51970.57813,12095519
2019-12-23,56100,56400,55100,55500,51506.5625,9839252
2019-12-24,55600,55700,54800,55000,51042.53516,11868463
2019-12-26,54700,55400,54400,55400,51413.75391,9645034
2019-12-27,55700,56900,55500,56500,52771.80859,12313056
2019-12-30,56200,56600,55700,55800,52118,8356767
2020-01-02,55500,56000,55000,55200,51557.59375,12993228
2020-01-03,56000,56600,54900,55500,51837.80078,15422255
2020-01-06,54900,55600,54600,55500,51837.80078,10278951
2020-01-07,55700,56400,55600,55800,52118,10009778
2020-01-08,56200,57400,55900,56800,53052.01953,23501171
2020-01-09,58400,58600,57400,58600,54733.24609,24102579
2020-01-10,58800,59700,58300,59500,55573.85547,16000170
2020-01-13,59600,60000,59100,60000,56040.86719,11359139
2020-01-14,60400,61000,59900,60000,56040.86719,16906295
2020-01-15,59500,59600,58900,59000,55106.84766,14300928
2020-01-16,59100,60700,59000,60700,56694.67188,14381774
2020-01-17,61900,62000,61000,61300,57255.08203,16025661
2020-01-20,62000,62800,61700,62400,58282.50391,12528855
2020-01-21,62000,62400,61200,61400,57348.48438,11142693
2020-01-22,60500,62600,60400,62300,58189.10547,15339565
2020-01-23,61800,61800,60700,60800,56788.07813,14916555
2020-01-28,59400,59400,58300,58800,54920.04688,23664541
2020-01-29,59100,59700,58800,59100,55200.25,16446102
2020-01-30,58800,58800,56800,57200,53425.62109,20821939
2020-01-31,57800,58400,56400,56400,52678.41406,19749457
2020-02-03,55500,57400,55200,57200,53425.62109,23995260
2020-02-04,57100,59000,56800,58900,55013.44922,21800192
2020-02-05,60000,60200,58900,59500,55573.85547,19278165
2020-02-06,60100,61100,59700,61100,57068.28516,14727159
2020-02-07,61100,61200,59700,60400,56414.47266,16402493
2020-02-10,59200,59800,59100,59700,55760.66016,13107121
2020-02-11,59800,60700,59700,59900,55947.46484,11071231
2020-02-12,60300,60700,59700,60500,56507.86719,12904207
2020-02-13,61200,61600,60500,60700,56694.67188,18449775
2020-02-14,60900,61900,60200,61800,57722.08594,13276067
2020-02-17,61600,62000,61200,61500,57441.88672,8740596
2020-02-18,60800,60900,59700,59800,55854.0625,16674266
2020-02-19,59800,60400,59400,60200,56227.66797,12951496
2020-02-20,60700,61300,59600,60000,56040.86719,14591924
2020-02-21,58800,59800,58500,59200,55293.64844,13777393
2020-02-24,57400,58100,56800,56800,53052.01953,25627537
2020-02-25,56200,58000,56200,57900,54079.43359,23885408
2020-02-26,56000,57000,56000,56500,52771.80859,25483102
2020-02-27,56300,56900,55500,55900,52211.40625,23209541
2020-02-28,55000,55500,54200,54200,50623.58203,30054227
2020-03-02,54300,55500,53600,55000,51370.78906,30403412
2020-03-03,56700,56900,55100,55400,51744.39453,30330295
2020-03-04,54800,57600,54600,57400,53612.42969,24765728
2020-03-05,57600,58000,56700,57800,53986.03516,21698990
2020-03-06,56500,57200,56200,56500,52771.80859,18716656
2020-03-09,56500,56500,56500,56500,52771.80859,0
2020-03-10,53800,54900,53700,54600,50997.1875,32106554
2020-03-11,54300,54400,52000,52100,48662.14844,45707281
2020-03-12,52100,52100,52100,52100,48662.14844,0
2020-03-13,47450,51600,46850,49950,46654.01563,59462933
2020-03-16,50100,50900,48800,48900,45673.30469,33339821
2020-03-17,46900,49650,46700,47300,44178.88281,51218151
2020-03-18,47750,48350,45600,45600,42591.0625,40152623
2020-03-19,46400,46650,42300,42950,40115.92188,56925513
2020-03-20,44150,45500,43550,45400,42404.25781,49730008
2020-03-23,42600,43550,42400,42500,39695.60938,41701626
2020-03-24,43850,46950,43050,46950,43851.97266,49801908
2020-03-25,48950,49600,47150,48650,45439.79688,52735922
2020-03-26,49000,49300,47700,47800,44645.89063,42185129
2020-03-27,49600,49700,46850,48300,45112.89453,39896178
2020-03-30,47050,48350,46550,47850,45022.56641,26797395
2020-03-31,48000,48500,47150,47750,44928.47656,30654261
2020-04-01,47450,47900,45800,45800,43093.69922,27259532
2020-04-02,46200,46850,45350,46800,44034.61328,21621076
2020-04-03,47400,47600,46550,47000,44222.79297,22784682
2020-04-06,47500,48800,47250,48700,45822.33984,23395726
2020-04-07,49650,50200,49000,49600,46669.16016,31524034
2020-04-08,49600,49750,48600,48600,45728.25391,25010314
2020-04-09,49750,49800,48700,49100,46198.70703,22628058
2020-04-10,48950,49250,48650,49250,46339.84375,17839111
2020-04-13,48650,48900,48300,48300,45445.97656,14431800
2020-04-14,48800,49200,48300,49000,46104.61328,14206216
2020-04-16,49350,49350,48550,49000,46104.61328,23349760
2020-04-17,50800,52000,50300,51400,48362.80078,32041675
2020-04-20,51400,51400,50000,50100,47139.61719,21866354
2020-04-21,49400,49700,48700,49250,46339.84375,27407543
2020-04-22,48700,50000,48350,49850,46904.38672,18613864
2020-04-23,50200,50300,49500,49850,46904.38672,18754442
2020-04-24,49650,49750,49000,49350,46433.93359,15618347
2020-04-27,49350,50000,49100,49850,46904.38672,14049471
2020-04-28,49850,50100,49300,50100,47139.61719,16095399
2020-04-29,49900,50500,49600,50000,47045.52734,15604533
2020-05-04,48900,49100,48500,48500,45634.15625,26083749
2020-05-06,49000,49200,48500,49200,46292.79688,18070225
2020-05-07,49200,49300,48700,48800,45916.43359,13884411
2020-05-08,49100,49350,48800,48800,45916.43359,15319700
2020-05-11,48900,49250,48300,48400,45540.06641,16357743
2020-05-12,48400,48500,47550,47900,45069.61328,23433590
2020-05-13,47250,48550,47200,48550,45681.20313,20223277
2020-05-14,47750,48100,47650,48000,45163.70313,19305974
